total_credit_utilized,installment,state,accounts_current_delinq,accounts_current_installment,accounts_opened_24m,accounts_satisfactory,accounts_120d_past_due,accounts_30d_past_due,accounts_active_debit,accounts_total_cc,accounts_open_cc,accounts_mort,grade_C,grade_D,grade_A,grade_B,grade_Missing,grade_F,grade_E,grade_G,issue_date_year,issue_date_month,issue_date_day,application_time_time_seconds,y,split
0.04436254592484921,0.5231286795626576,0.6938775510204082,0.0,0.05714285714285714,0.1724137931034483,0.19607843137254902,0.0,0.0,0.0625,0.1875,0.17391304347826086,0.07142857142857142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.4345488562307429,0,full
0.004944432363141089,0.11522287636669468,0.9999999999999999,0.0,0.0,0.3793103448275862,0.27450980392156865,0.0,0.0,0.09375,0.34375,0.30434782608695654,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4,0.08906029392331272,0,full
0.018312712456078104,0.034482758620689655,0.5306122448979591,0.0,0.02857142857142857,0.4482758620689655,0.19607843137254902,0.0,0.0,0.09375,0.1875,0.17391304347826086,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.7333333333333333,0.7170970725905728,0,full
0.005711277197239359,0.5332211942809083,0.4897959183673469,0.0,0.02857142857142857,0.034482758620689655,0.0784313725490196,0.0,0.0,0.0625,0.015625,0.06521739130434782,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.19248638535530205,0,full
0.06034038754277736,0.6358284272497897,0.7346938775510203,0.0,0.02857142857142857,0.20689655172413793,0.3137254901960784,0.0,0.0,0.3125,0.28125,0.32608695652173914,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23333333333333334,0.06836186091153773,0,full
0.004452278215883989,0.10344827586206895,0.24489795918367346,0.0,0.0,0.06896551724137931,0.23529411764705882,0.0,0.0,0.03125,0.390625,0.2608695652173913,0.21428571428571427,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3,0.16692284686915326,0,full
0.02164333703402731,0.43986543313709,0.8163265306122448,0.0,0.05714285714285714,0.034482758620689655,0.19607843137254902,0.0,0.0,0.09375,0.09375,0.15217391304347827,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.7624653113458848,0,full
0.0695883073330968,0.3481917577796467,0.5510204081632653,0.0,0.05714285714285714,0.13793103448275862,0.29411764705882354,0.0,0.0,0.15625,0.21875,0.2608695652173913,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666668,0.8666043024363779,0,full
0.07961451740279957,0.5458368376787216,0.8979591836734693,0.0,0.17142857142857143,0.3448275862068966,0.4117647058823529,0.0,0.0,0.34375,0.265625,0.30434782608695654,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4666666666666667,0.6035582386857608,0,full
0.0203271108262467,0.13961312026913372,0.44897959183673464,0.0,0.02857142857142857,0.1724137931034483,0.11764705882352941,0.0,0.0,0.09375,0.078125,0.10869565217391304,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.26666666666666666,0.6708455337705781,0,full
